amount,REGION,PRODUCTID,FAMILY_ALIAS
81.4,East,8,"Cream Soda"
288.6,East,8,"Cream Soda"
155.8,East,8,"Cream Soda"
224.2,East,8,"Cream Soda"
400,East,8,"Cream Soda"
343,East,8,"Cream Soda"
63.7,East,8,"Cream Soda"
44.1,East,8,"Cream Soda"
39.2,East,8,"Cream Soda"
500,East,8,"Cream Soda"
405.6,East,8,"Cream Soda"
88.4,East,8,"Cream Soda"
26,East,8,"Cream Soda"
610,East,8,"Cream Soda"
15,East,8,"Cream Soda"
70,East,8,"Cream Soda"
340,East,8,"Cream Soda"
75,East,8,"Cream Soda"
420,East,8,"Cream Soda"
281.3,East,8,"Cream Soda"
5.8,East,8,"Cream Soda"
2.9,East,8,"Cream Soda"
75.6,East,8,"Cream Soda"
344.4,East,8,"Cream Soda"
135,East,8,"Cream Soda"
324,East,8,"Cream Soda"
81,East,8,"Cream Soda"
39.6,East,8,"Cream Soda"
140.4,East,8,"Cream Soda"
73.8,East,8,"Cream Soda"
106.2,East,8,"Cream Soda"
180,East,8,"Cream Soda"
133,East,8,"Cream Soda"
24.7,East,8,"Cream Soda"
17.1,East,8,"Cream Soda"
15.2,East,8,"Cream Soda"
200,East,8,"Cream Soda"
156,East,8,"Cream Soda"
34,East,8,"Cream Soda"
10,East,8,"Cream Soda"
200,East,8,"Cream Soda"
6.3,East,8,"Cream Soda"
29.4,East,8,"Cream Soda"
142.8,East,8,"Cream Soda"
31.5,East,8,"Cream Soda"
220,East,8,"Cream Soda"
135.8,East,8,"Cream Soda"
2.8,East,8,"Cream Soda"
1.4,East,8,"Cream Soda"
32.4,East,8,"Cream Soda"
147.6,East,8,"Cream Soda"
55,East,8,"Cream Soda"
132,East,8,"Cream Soda"
33,East,8,"Cream Soda"
15.4,East,8,"Cream Soda"
54.6,East,8,"Cream Soda"
28.7,East,8,"Cream Soda"
41.3,East,8,"Cream Soda"
70,East,8,"Cream Soda"
56,East,8,"Cream Soda"
10.4,East,8,"Cream Soda"
7.2,East,8,"Cream Soda"
6.4,East,8,"Cream Soda"
80,East,8,"Cream Soda"
62.4,East,8,"Cream Soda"
13.6,East,8,"Cream Soda"
4,East,8,"Cream Soda"
80,East,8,"Cream Soda"
2.7,East,8,"Cream Soda"
12.6,East,8,"Cream Soda"
61.2,East,8,"Cream Soda"
13.5,East,8,"Cream Soda"
90,East,8,"Cream Soda"
67.9,East,8,"Cream Soda"
1.4,East,8,"Cream Soda"
0.7,East,8,"Cream Soda"
14.4,East,8,"Cream Soda"
65.6,East,8,"Cream Soda"
22.5,East,8,"Cream Soda"
54,East,8,"Cream Soda"
13.5,East,8,"Cream Soda"
4.4,East,8,"Cream Soda"
15.6,East,8,"Cream Soda"
8.2,East,8,"Cream Soda"
11.8,East,8,"Cream Soda"
20,East,8,"Cream Soda"
14,East,8,"Cream Soda"
2.6,East,8,"Cream Soda"
1.8,East,8,"Cream Soda"
1.6,East,8,"Cream Soda"
20,East,8,"Cream Soda"
15.6,East,8,"Cream Soda"
3.4,East,8,"Cream Soda"
1,East,8,"Cream Soda"
20,East,8,"Cream Soda"
0.6,East,8,"Cream Soda"
2.8,East,8,"Cream Soda"
13.6,East,8,"Cream Soda"
3,East,8,"Cream Soda"
20,East,8,"Cream Soda"
9.7,East,8,"Cream Soda"
0.2,East,8,"Cream Soda"
0.1,East,8,"Cream Soda"
3.6,East,8,"Cream Soda"
16.4,East,8,"Cream Soda"
5,East,8,"Cream Soda"
12,East,8,"Cream Soda"
3,East,8,"Cream Soda"
294.8,East,8,"Cream Soda"
1045.2,East,8,"Cream Soda"
96.8,East,8,"Cream Soda"
343.2,East,8,"Cream Soda"
176.3,East,8,"Cream Soda"
253.7,East,8,"Cream Soda"
510,East,8,"Cream Soda"
406,East,8,"Cream Soda"
75.4,East,8,"Cream Soda"
52.2,East,8,"Cream Soda"
46.4,East,8,"Cream Soda"
650,East,8,"Cream Soda"
475.8,East,8,"Cream Soda"
103.7,East,8,"Cream Soda"
30.5,East,8,"Cream Soda"
490,East,8,"Cream Soda"
15.3,East,8,"Cream Soda"
71.4,East,8,"Cream Soda"
346.8,East,8,"Cream Soda"
76.5,East,8,"Cream Soda"
540,East,8,"Cream Soda"
475.3,East,8,"Cream Soda"
9.8,East,8,"Cream Soda"
4.9,East,8,"Cream Soda"
104.4,East,8,"Cream Soda"
475.6,East,8,"Cream Soda"
152.5,East,8,"Cream Soda"
366,East,8,"Cream Soda"
91.5,East,8,"Cream Soda"
50.4,East,9,"Cream Soda"
91.8,East,9,"Cream Soda"
37.8,East,9,"Cream Soda"
144,East,9,"Cream Soda"
36,East,9,"Cream Soda"
182,East,9,"Cream Soda"
189,East,9,"Cream Soda"
198,East,9,"Cream Soda"
198,East,9,"Cream Soda"
75.24,East,9,"Cream Soda"
39.6,East,9,"Cream Soda"
27.72,East,9,"Cream Soda"
55.44,East,9,"Cream Soda"
124,East,9,"Cream Soda"
112,East,9,"Cream Soda"
13.12,East,9,"Cream Soda"
14.76,East,9,"Cream Soda"
136.12,East,9,"Cream Soda"
140.8,East,9,"Cream Soda"
19.2,East,9,"Cream Soda"
5.92,East,9,"Cream Soda"
99.16,East,9,"Cream Soda"
5.92,East,9,"Cream Soda"
37,East,9,"Cream Soda"
57.96,East,9,"Cream Soda"
105.57,East,9,"Cream Soda"
43.47,East,9,"Cream Soda"
170.4,East,9,"Cream Soda"
42.6,East,9,"Cream Soda"
214,East,9,"Cream Soda"
209,East,9,"Cream Soda"
235,East,9,"Cream Soda"
244,East,9,"Cream Soda"
98.8,East,9,"Cream Soda"
52,East,9,"Cream Soda"
36.4,East,9,"Cream Soda"
72.8,East,9,"Cream Soda"
311,East,9,"Cream Soda"
251,East,9,"Cream Soda"
19.12,East,9,"Cream Soda"
21.51,East,9,"Cream Soda"
198.37,East,9,"Cream Soda"
198,East,9,"Cream Soda"
27,East,9,"Cream Soda"
9.64,East,9,"Cream Soda"
161.47,East,9,"Cream Soda"
9.64,East,9,"Cream Soda"
60.25,East,9,"Cream Soda"
17.92,East,9,"Cream Soda"
32.64,East,9,"Cream Soda"
13.44,East,9,"Cream Soda"
52.8,East,9,"Cream Soda"
13.2,East,9,"Cream Soda"
66,East,9,"Cream Soda"
64,East,9,"Cream Soda"
72,East,9,"Cream Soda"
75,East,9,"Cream Soda"
30.4,East,9,"Cream Soda"
16,East,9,"Cream Soda"
11.2,East,9,"Cream Soda"
22.4,East,9,"Cream Soda"
96,East,9,"Cream Soda"
77,East,9,"Cream Soda"
5.92,East,9,"Cream Soda"
6.66,East,9,"Cream Soda"
61.42,East,9,"Cream Soda"
60.72,East,9,"Cream Soda"
8.28,East,9,"Cream Soda"
2.96,East,9,"Cream Soda"
49.58,East,9,"Cream Soda"
2.96,East,9,"Cream Soda"
18.5,East,9,"Cream Soda"
5.88,East,9,"Cream Soda"
10.71,East,9,"Cream Soda"
4.41,East,9,"Cream Soda"
16.8,East,9,"Cream Soda"
4.2,East,9,"Cream Soda"
21,East,9,"Cream Soda"
21,East,9,"Cream Soda"
21,East,9,"Cream Soda"
21,East,9,"Cream Soda"
7.98,East,9,"Cream Soda"
4.2,East,9,"Cream Soda"
2.94,East,9,"Cream Soda"
5.88,East,9,"Cream Soda"
21,East,9,"Cream Soda"
21,East,9,"Cream Soda"
1.68,East,9,"Cream Soda"
1.89,East,9,"Cream Soda"
17.43,East,9,"Cream Soda"
18.48,East,9,"Cream Soda"
2.52,East,9,"Cream Soda"
0.84,East,9,"Cream Soda"
14.07,East,9,"Cream Soda"
0.84,East,9,"Cream Soda"
5.25,East,9,"Cream Soda"
0.28,East,9,"Cream Soda"
0.51,East,9,"Cream Soda"
0.21,East,9,"Cream Soda"
1,East,9,"Cream Soda"
1,East,9,"Cream Soda"
0.38,East,9,"Cream Soda"
0.2,East,9,"Cream Soda"
0.14,East,9,"Cream Soda"
0.28,East,9,"Cream Soda"
1,East,9,"Cream Soda"
0.88,East,9,"Cream Soda"
0.12,East,9,"Cream Soda"
0.04,East,9,"Cream Soda"
0.67,East,9,"Cream Soda"
0.04,East,9,"Cream Soda"
0.25,East,9,"Cream Soda"
270.2,East,9,"Cream Soda"
492.15,East,9,"Cream Soda"
202.65,East,9,"Cream Soda"
120.12,East,9,"Cream Soda"
218.79,East,9,"Cream Soda"
90.09,East,9,"Cream Soda"
356.8,East,9,"Cream Soda"
89.2,East,9,"Cream Soda"
513,East,9,"Cream Soda"
547,East,9,"Cream Soda"
665,East,9,"Cream Soda"
638,East,9,"Cream Soda"
206.72,East,9,"Cream Soda"
108.8,East,9,"Cream Soda"
76.16,East,9,"Cream Soda"
152.32,East,9,"Cream Soda"
650,East,9,"Cream Soda"
524,East,9,"Cream Soda"
43.68,East,9,"Cream Soda"
49.14,East,9,"Cream Soda"
453.18,East,9,"Cream Soda"
474.32,East,9,"Cream Soda"
64.68,East,9,"Cream Soda"
20.16,East,9,"Cream Soda"
337.68,East,9,"Cream Soda"
20.16,East,9,"Cream Soda"
126,East,9,"Cream Soda"
107.8,East,9,"Cream Soda"
23.8,East,9,"Cream Soda"
8.4,East,9,"Cream Soda"
105,East,9,"Cream Soda"
35,East,9,"Cream Soda"
4.2,East,9,"Cream Soda"
114.8,East,9,"Cream Soda"
8.4,East,9,"Cream Soda"
12.6,East,9,"Cream Soda"
16.8,East,9,"Cream Soda"
2.8,East,9,"Cream Soda"
120.4,East,9,"Cream Soda"
91.5,East,9,"Cream Soda"
51,East,9,"Cream Soda"
4.5,East,9,"Cream Soda"
3,East,9,"Cream Soda"
4.5,East,9,"Cream Soda"
145.5,East,9,"Cream Soda"
150,East,9,"Cream Soda"
0.9,East,9,"Cream Soda"
0.9,East,9,"Cream Soda"
18,East,9,"Cream Soda"
70.2,East,9,"Cream Soda"
52,East,9,"Cream Soda"
9.6,East,9,"Cream Soda"
18.4,East,9,"Cream Soda"
35.2,East,9,"Cream Soda"
44.8,East,9,"Cream Soda"
40.7,East,9,"Cream Soda"
69.3,East,9,"Cream Soda"
41,East,9,"Cream Soda"
59,East,9,"Cream Soda"
115.5,East,9,"Cream Soda"
25.5,East,9,"Cream Soda"
9,East,9,"Cream Soda"
120,East,9,"Cream Soda"
40,East,9,"Cream Soda"
4.8,East,9,"Cream Soda"
131.2,East,9,"Cream Soda"
9.6,East,9,"Cream Soda"
14.4,East,9,"Cream Soda"
18,East,9,"Cream Soda"
3,East,9,"Cream Soda"
129,East,9,"Cream Soda"
103.7,East,9,"Cream Soda"
57.8,East,9,"Cream Soda"
5.1,East,9,"Cream Soda"
3.4,East,9,"Cream Soda"
5.4,East,9,"Cream Soda"
174.6,East,9,"Cream Soda"
190,East,9,"Cream Soda"
2.3,East,9,"Cream Soda"
2.3,East,9,"Cream Soda"
46,East,9,"Cream Soda"
179.4,East,9,"Cream Soda"
123.5,East,9,"Cream Soda"
22.8,East,9,"Cream Soda"
43.7,East,9,"Cream Soda"
57.2,East,9,"Cream Soda"
72.8,East,9,"Cream Soda"
59.2,East,9,"Cream Soda"
100.8,East,9,"Cream Soda"
73.8,East,9,"Cream Soda"
106.2,East,9,"Cream Soda"
38.5,East,9,"Cream Soda"
8.5,East,9,"Cream Soda"
3,East,9,"Cream Soda"
37.5,East,9,"Cream Soda"
12.5,East,9,"Cream Soda"
1.5,East,9,"Cream Soda"
41,East,9,"Cream Soda"
3,East,9,"Cream Soda"
4.5,East,9,"Cream Soda"
6,East,9,"Cream Soda"
1,East,9,"Cream Soda"
43,East,9,"Cream Soda"
36.6,East,9,"Cream Soda"
20.4,East,9,"Cream Soda"
1.8,East,9,"Cream Soda"
1.2,East,9,"Cream Soda"
1.8,East,9,"Cream Soda"
58.2,East,9,"Cream Soda"
60,East,9,"Cream Soda"
0.8,East,9,"Cream Soda"
0.8,East,9,"Cream Soda"
16,East,9,"Cream Soda"
62.4,East,9,"Cream Soda"
39,East,9,"Cream Soda"
7.2,East,9,"Cream Soda"
13.8,East,9,"Cream Soda"
22,East,9,"Cream Soda"
28,East,9,"Cream Soda"
22.2,East,9,"Cream Soda"
37.8,East,9,"Cream Soda"
24.6,East,9,"Cream Soda"
35.4,East,9,"Cream Soda"
7.7,East,9,"Cream Soda"
1.7,East,9,"Cream Soda"
0.6,East,9,"Cream Soda"
7.5,East,9,"Cream Soda"
2.5,East,9,"Cream Soda"
0.3,East,9,"Cream Soda"
8.2,East,9,"Cream Soda"
0.6,East,9,"Cream Soda"
0.9,East,9,"Cream Soda"
1.2,East,9,"Cream Soda"
0.2,East,9,"Cream Soda"
8.6,East,9,"Cream Soda"
6.1,East,9,"Cream Soda"
3.4,East,9,"Cream Soda"
0.3,East,9,"Cream Soda"
0.2,East,9,"Cream Soda"
0.3,East,9,"Cream Soda"
9.7,East,9,"Cream Soda"
10,East,9,"Cream Soda"
0.1,East,9,"Cream Soda"
0.1,East,9,"Cream Soda"
2,East,9,"Cream Soda"
7.8,East,9,"Cream Soda"
6.5,East,9,"Cream Soda"
1.2,East,9,"Cream Soda"
2.3,East,9,"Cream Soda"
3.7,East,9,"Cream Soda"
6.3,East,9,"Cream Soda"
4.1,East,9,"Cream Soda"
5.9,East,9,"Cream Soda"
700.7,East,9,"Cream Soda"
154.7,East,9,"Cream Soda"
54.6,East,9,"Cream Soda"
277.2,East,9,"Cream Soda"
61.2,East,9,"Cream Soda"
21.6,East,9,"Cream Soda"
277.5,East,9,"Cream Soda"
92.5,East,9,"Cream Soda"
12.9,East,9,"Cream Soda"
352.6,East,9,"Cream Soda"
25.8,East,9,"Cream Soda"
38.7,East,9,"Cream Soda"
55.2,East,9,"Cream Soda"
9.2,East,9,"Cream Soda"
395.6,East,9,"Cream Soda"
341.6,East,9,"Cream Soda"
190.4,East,9,"Cream Soda"
16.8,East,9,"Cream Soda"
11.2,East,9,"Cream Soda"
16.2,East,9,"Cream Soda"
523.8,East,9,"Cream Soda"
460,East,9,"Cream Soda"
5.5,East,9,"Cream Soda"
5.5,East,9,"Cream Soda"
110,East,9,"Cream Soda"
429,East,9,"Cream Soda"
286,East,9,"Cream Soda"
52.8,East,9,"Cream Soda"
101.2,East,9,"Cream Soda"
198,East,9,"Cream Soda"
252,East,9,"Cream Soda"
192.4,East,9,"Cream Soda"
327.6,East,9,"Cream Soda"
200.9,East,9,"Cream Soda"
289.1,East,9,"Cream Soda"
224.64,East,11,"Fruit Soda"
9.36,East,11,"Fruit Soda"
39.44,East,11,"Fruit Soda"
192.56,East,11,"Fruit Soda"
60.84,East,11,"Fruit Soda"
173.16,East,11,"Fruit Soda"
154.35,East,11,"Fruit Soda"
73.5,East,11,"Fruit Soda"
17.15,East,11,"Fruit Soda"
256,East,11,"Fruit Soda"
54.18,East,11,"Fruit Soda"
12.04,East,11,"Fruit Soda"
234.78,East,11,"Fruit Soda"
115.44,East,11,"Fruit Soda"
65.52,East,11,"Fruit Soda"
84.24,East,11,"Fruit Soda"
46.8,East,11,"Fruit Soda"
190.57,East,11,"Fruit Soda"
132.43,East,11,"Fruit Soda"
245,East,11,"Fruit Soda"
15.9,East,11,"Fruit Soda"
137.8,East,11,"Fruit Soda"
111.3,East,11,"Fruit Soda"
23.76,East,11,"Fruit Soda"
174.24,East,11,"Fruit Soda"
210,East,11,"Fruit Soda"
91.2,East,11,"Fruit Soda"
3.8,East,11,"Fruit Soda"
16.15,East,11,"Fruit Soda"
78.85,East,11,"Fruit Soda"
24.7,East,11,"Fruit Soda"
70.3,East,11,"Fruit Soda"
63,East,11,"Fruit Soda"
30,East,11,"Fruit Soda"
7,East,11,"Fruit Soda"
104,East,11,"Fruit Soda"
22.14,East,11,"Fruit Soda"
4.92,East,11,"Fruit Soda"
95.94,East,11,"Fruit Soda"
46.99,East,11,"Fruit Soda"
26.67,East,11,"Fruit Soda"
34.29,East,11,"Fruit Soda"
19.05,East,11,"Fruit Soda"
77.88,East,11,"Fruit Soda"
54.12,East,11,"Fruit Soda"
100,East,11,"Fruit Soda"
6.48,East,11,"Fruit Soda"
56.16,East,11,"Fruit Soda"
45.36,East,11,"Fruit Soda"
9.72,East,11,"Fruit Soda"
71.28,East,11,"Fruit Soda"
86,East,11,"Fruit Soda"
24.96,East,11,"Fruit Soda"
1.04,East,11,"Fruit Soda"
4.42,East,11,"Fruit Soda"
21.58,East,11,"Fruit Soda"
6.76,East,11,"Fruit Soda"
19.24,East,11,"Fruit Soda"
17.64,East,11,"Fruit Soda"
8.4,East,11,"Fruit Soda"
1.96,East,11,"Fruit Soda"
29,East,11,"Fruit Soda"
6.12,East,11,"Fruit Soda"
1.36,East,11,"Fruit Soda"
26.52,East,11,"Fruit Soda"
12.95,East,11,"Fruit Soda"
7.35,East,11,"Fruit Soda"
9.45,East,11,"Fruit Soda"
5.25,East,11,"Fruit Soda"
21.24,East,11,"Fruit Soda"
14.76,East,11,"Fruit Soda"
28,East,11,"Fruit Soda"
1.8,East,11,"Fruit Soda"
15.6,East,11,"Fruit Soda"
12.6,East,11,"Fruit Soda"
2.64,East,11,"Fruit Soda"
19.36,East,11,"Fruit Soda"
24,East,11,"Fruit Soda"
10.56,East,11,"Fruit Soda"
0.44,East,11,"Fruit Soda"
1.87,East,11,"Fruit Soda"
9.13,East,11,"Fruit Soda"
2.86,East,11,"Fruit Soda"
8.14,East,11,"Fruit Soda"
6.93,East,11,"Fruit Soda"
3.3,East,11,"Fruit Soda"
0.77,East,11,"Fruit Soda"
11,East,11,"Fruit Soda"
1.98,East,11,"Fruit Soda"
0.44,East,11,"Fruit Soda"
8.58,East,11,"Fruit Soda"
4.07,East,11,"Fruit Soda"
2.31,East,11,"Fruit Soda"
2.97,East,11,"Fruit Soda"
1.65,East,11,"Fruit Soda"
6.49,East,11,"Fruit Soda"
4.51,East,11,"Fruit Soda"
11,East,11,"Fruit Soda"
0.66,East,11,"Fruit Soda"
5.72,East,11,"Fruit Soda"
4.62,East,11,"Fruit Soda"
1.32,East,11,"Fruit Soda"
9.68,East,11,"Fruit Soda"
11,East,11,"Fruit Soda"
0.96,East,11,"Fruit Soda"
0.04,East,11,"Fruit Soda"
0.63,East,11,"Fruit Soda"
0.3,East,11,"Fruit Soda"
0.07,East,11,"Fruit Soda"
0.37,East,11,"Fruit Soda"
0.21,East,11,"Fruit Soda"
0.27,East,11,"Fruit Soda"
0.15,East,11,"Fruit Soda"
0.06,East,11,"Fruit Soda"
0.52,East,11,"Fruit Soda"
0.42,East,11,"Fruit Soda"
788.16,East,11,"Fruit Soda"
32.84,East,11,"Fruit Soda"
213.12,East,11,"Fruit Soda"
8.88,East,11,"Fruit Soda"
37.74,East,11,"Fruit Soda"
184.26,East,11,"Fruit Soda"
66.82,East,11,"Fruit Soda"
190.18,East,11,"Fruit Soda"
185.22,East,11,"Fruit Soda"
88.2,East,11,"Fruit Soda"
20.58,East,11,"Fruit Soda"
332,East,11,"Fruit Soda"
64.98,East,11,"Fruit Soda"
14.44,East,11,"Fruit Soda"
281.58,East,11,"Fruit Soda"
110.63,East,11,"Fruit Soda"
62.79,East,11,"Fruit Soda"
80.73,East,11,"Fruit Soda"
44.85,East,11,"Fruit Soda"
182.9,East,11,"Fruit Soda"
127.1,East,11,"Fruit Soda"
235,East,11,"Fruit Soda"
16.68,East,11,"Fruit Soda"
144.56,East,11,"Fruit Soda"
116.76,East,11,"Fruit Soda"
26.04,East,11,"Fruit Soda"
190.96,East,11,"Fruit Soda"
201,East,11,"Fruit Soda"
250,East,11,"Fruit Soda"
100,East,11,"Fruit Soda"
87.5,East,11,"Fruit Soda"
62.5,East,11,"Fruit Soda"
55,East,11,"Fruit Soda"
97.5,East,11,"Fruit Soda"
27.5,East,11,"Fruit Soda"
70,East,11,"Fruit Soda"
260,East,11,"Fruit Soda"
270,East,11,"Fruit Soda"
320,East,11,"Fruit Soda"
330,East,11,"Fruit Soda"
3.4,East,11,"Fruit Soda"
10.2,East,11,"Fruit Soda"
3.4,East,11,"Fruit Soda"
323,East,11,"Fruit Soda"
31.2,East,11,"Fruit Soda"
135.2,East,11,"Fruit Soda"
93.6,East,11,"Fruit Soda"
280,East,11,"Fruit Soda"
146,East,11,"Fruit Soda"
20,East,11,"Fruit Soda"
14,East,11,"Fruit Soda"
20,East,11,"Fruit Soda"
98.7,East,11,"Fruit Soda"
111.3,East,11,"Fruit Soda"
100,East,11,"Fruit Soda"
40,East,11,"Fruit Soda"
35,East,11,"Fruit Soda"
25,East,11,"Fruit Soda"
22,East,11,"Fruit Soda"
39,East,11,"Fruit Soda"
11,East,11,"Fruit Soda"
28,East,11,"Fruit Soda"
100,East,11,"Fruit Soda"
110,East,11,"Fruit Soda"
130,East,11,"Fruit Soda"
130,East,11,"Fruit Soda"
1.3,East,11,"Fruit Soda"
3.9,East,11,"Fruit Soda"
1.3,East,11,"Fruit Soda"
123.5,East,11,"Fruit Soda"
12,East,11,"Fruit Soda"
52,East,11,"Fruit Soda"
36,East,11,"Fruit Soda"
110,East,11,"Fruit Soda"
58.4,East,11,"Fruit Soda"
8,East,11,"Fruit Soda"
8,East,11,"Fruit Soda"
5.6,East,11,"Fruit Soda"
42.3,East,11,"Fruit Soda"
47.7,East,11,"Fruit Soda"
20,East,11,"Fruit Soda"
8,East,11,"Fruit Soda"
7,East,11,"Fruit Soda"
5,East,11,"Fruit Soda"
4.4,East,11,"Fruit Soda"
7.8,East,11,"Fruit Soda"
2.2,East,11,"Fruit Soda"
5.6,East,11,"Fruit Soda"
20,East,11,"Fruit Soda"
30,East,11,"Fruit Soda"
30,East,11,"Fruit Soda"
30,East,11,"Fruit Soda"
0.3,East,11,"Fruit Soda"
0.9,East,11,"Fruit Soda"
0.3,East,11,"Fruit Soda"
28.5,East,11,"Fruit Soda"
2.4,East,11,"Fruit Soda"
10.4,East,11,"Fruit Soda"
7.2,East,11,"Fruit Soda"
30,East,11,"Fruit Soda"
14.6,East,11,"Fruit Soda"
2,East,11,"Fruit Soda"
1.4,East,11,"Fruit Soda"
2,East,11,"Fruit Soda"
9.4,East,11,"Fruit Soda"
10.6,East,11,"Fruit Soda"
10,East,11,"Fruit Soda"
4,East,11,"Fruit Soda"
3.5,East,11,"Fruit Soda"
2.5,East,11,"Fruit Soda"
2.2,East,11,"Fruit Soda"
3.9,East,11,"Fruit Soda"
1.1,East,11,"Fruit Soda"
2.8,East,11,"Fruit Soda"
10,East,11,"Fruit Soda"
10,East,11,"Fruit Soda"
10,East,11,"Fruit Soda"
10,East,11,"Fruit Soda"
0.1,East,11,"Fruit Soda"
0.3,East,11,"Fruit Soda"
0.1,East,11,"Fruit Soda"
9.5,East,11,"Fruit Soda"
1.2,East,11,"Fruit Soda"
5.2,East,11,"Fruit Soda"
3.6,East,11,"Fruit Soda"
7.3,East,11,"Fruit Soda"
1,East,11,"Fruit Soda"
0.7,East,11,"Fruit Soda"
1,East,11,"Fruit Soda"
4.7,East,11,"Fruit Soda"
5.3,East,11,"Fruit Soda"
810,East,11,"Fruit Soda"
210,East,11,"Fruit Soda"
84,East,11,"Fruit Soda"
73.5,East,11,"Fruit Soda"
52.5,East,11,"Fruit Soda"
55,East,11,"Fruit Soda"
97.5,East,11,"Fruit Soda"
27.5,East,11,"Fruit Soda"
70,East,11,"Fruit Soda"
280,East,11,"Fruit Soda"
320,East,11,"Fruit Soda"
350,East,11,"Fruit Soda"
290,East,11,"Fruit Soda"
3,East,11,"Fruit Soda"
9,East,11,"Fruit Soda"
3,East,11,"Fruit Soda"
285,East,11,"Fruit Soda"
27.6,East,11,"Fruit Soda"
119.6,East,11,"Fruit Soda"
82.8,East,11,"Fruit Soda"
260,East,11,"Fruit Soda"
153.3,East,11,"Fruit Soda"
21,East,11,"Fruit Soda"
14.7,East,11,"Fruit Soda"
21,East,11,"Fruit Soda"
89.3,East,11,"Fruit Soda"
100.7,East,11,"Fruit Soda"
219,East,12,"Fruit Soda"
48.6,East,12,"Fruit Soda"
7.29,East,12,"Fruit Soda"
43.74,East,12,"Fruit Soda"
143.37,East,12,"Fruit Soda"
12.78,East,12,"Fruit Soda"
12.78,East,12,"Fruit Soda"
187.44,East,12,"Fruit Soda"
17.84,East,12,"Fruit Soda"
78.05,East,12,"Fruit Soda"
122.65,East,12,"Fruit Soda"
4.46,East,12,"Fruit Soda"
256,East,12,"Fruit Soda"
2.76,East,12,"Fruit Soda"
19.32,East,12,"Fruit Soda"
251.16,East,12,"Fruit Soda"
2.76,East,12,"Fruit Soda"
256,East,12,"Fruit Soda"
301,East,12,"Fruit Soda"
302,East,12,"Fruit Soda"
39.26,East,12,"Fruit Soda"
144.96,East,12,"Fruit Soda"
33.22,East,12,"Fruit Soda"
84.56,East,12,"Fruit Soda"
290,East,12,"Fruit Soda"
302,East,12,"Fruit Soda"
89,East,12,"Fruit Soda"
19.8,East,12,"Fruit Soda"
2.97,East,12,"Fruit Soda"
17.82,East,12,"Fruit Soda"
58.41,East,12,"Fruit Soda"
5.22,East,12,"Fruit Soda"
5.22,East,12,"Fruit Soda"
76.56,East,12,"Fruit Soda"
7.28,East,12,"Fruit Soda"
31.85,East,12,"Fruit Soda"
50.05,East,12,"Fruit Soda"
1.82,East,12,"Fruit Soda"
104,East,12,"Fruit Soda"
1.13,East,12,"Fruit Soda"
7.91,East,12,"Fruit Soda"
102.83,East,12,"Fruit Soda"
1.13,East,12,"Fruit Soda"
104,East,12,"Fruit Soda"
123,East,12,"Fruit Soda"
123,East,12,"Fruit Soda"
15.99,East,12,"Fruit Soda"
59.04,East,12,"Fruit Soda"
13.53,East,12,"Fruit Soda"
34.44,East,12,"Fruit Soda"
118,East,12,"Fruit Soda"
123,East,12,"Fruit Soda"
24,East,12,"Fruit Soda"
5.4,East,12,"Fruit Soda"
0.81,East,12,"Fruit Soda"
4.86,East,12,"Fruit Soda"
15.93,East,12,"Fruit Soda"
1.44,East,12,"Fruit Soda"
1.44,East,12,"Fruit Soda"
21.12,East,12,"Fruit Soda"
2,East,12,"Fruit Soda"
8.75,East,12,"Fruit Soda"
13.75,East,12,"Fruit Soda"
0.5,East,12,"Fruit Soda"
29,East,12,"Fruit Soda"
0.31,East,12,"Fruit Soda"
2.17,East,12,"Fruit Soda"
28.21,East,12,"Fruit Soda"
0.31,East,12,"Fruit Soda"
29,East,12,"Fruit Soda"
34,East,12,"Fruit Soda"
34,East,12,"Fruit Soda"
4.42,East,12,"Fruit Soda"
16.32,East,12,"Fruit Soda"
3.74,East,12,"Fruit Soda"
9.52,East,12,"Fruit Soda"
33,East,12,"Fruit Soda"
34,East,12,"Fruit Soda"
11,East,12,"Fruit Soda"
2.2,East,12,"Fruit Soda"
0.33,East,12,"Fruit Soda"
1.98,East,12,"Fruit Soda"
6.49,East,12,"Fruit Soda"
0.66,East,12,"Fruit Soda"
0.66,East,12,"Fruit Soda"
9.68,East,12,"Fruit Soda"
0.88,East,12,"Fruit Soda"
3.85,East,12,"Fruit Soda"
6.05,East,12,"Fruit Soda"
0.22,East,12,"Fruit Soda"
11,East,12,"Fruit Soda"
0.11,East,12,"Fruit Soda"
0.77,East,12,"Fruit Soda"
10.01,East,12,"Fruit Soda"
0.11,East,12,"Fruit Soda"
11,East,12,"Fruit Soda"
11,East,12,"Fruit Soda"
11,East,12,"Fruit Soda"
1.43,East,12,"Fruit Soda"
5.28,East,12,"Fruit Soda"
1.21,East,12,"Fruit Soda"
3.08,East,12,"Fruit Soda"
11,East,12,"Fruit Soda"
11,East,12,"Fruit Soda"
1,East,12,"Fruit Soda"
0.2,East,12,"Fruit Soda"
0.03,East,12,"Fruit Soda"
0.18,East,12,"Fruit Soda"
0.59,East,12,"Fruit Soda"
0.08,East,12,"Fruit Soda"
0.35,East,12,"Fruit Soda"
0.55,East,12,"Fruit Soda"
0.02,East,12,"Fruit Soda"
1,East,12,"Fruit Soda"
1,East,12,"Fruit Soda"
1,East,12,"Fruit Soda"
