scenarioid,marketing,sales,cogs,TRANSDATE,region
2,40,110,40,"2000-04-21 00:00:00",East
1,0.33,1.05,0.37,"2000-08-04 00:00:00",East
1,1.65,5.25,1.85,"2000-08-01 00:00:00",East
2,30,100,30,"2000-08-18 00:00:00",East
1,31.02,98.7,34.78,"2000-08-09 00:00:00",East
2,0.8,1.8,0.8,"2000-12-27 00:00:00",East
2,1.6,3.6,1.6,"2000-12-27 00:00:00",East
2,37.6,84.6,37.6,"2000-12-19 00:00:00",East
1,42,99,47,"2000-12-07 00:00:00",East
2,12.8,38.4,16,"2000-02-05 00:00:00",East
1,15.19,39.68,16.74,"2000-02-19 00:00:00",East
2,27.2,81.6,34,"2000-02-05 00:00:00",East
1,33.81,88.32,37.26,"2000-02-09 00:00:00",East
2,5,12,6,"2000-01-04 00:00:00",East
2,5,12,6,"2000-01-28 00:00:00",East
2,40,96,48,"2000-01-01 00:00:00",East
1,57,126,63,"2000-01-19 00:00:00",East
1,1.8,5.55,1.95,"2000-07-12 00:00:00",East
2,13.8,46,13.8,"2000-07-22 00:00:00",East
2,16.2,54,16.2,"2000-07-18 00:00:00",East
1,34.2,105.45,37.05,"2000-07-18 00:00:00",East
1,0.8,2.22,0.88,"2000-06-20 00:00:00",East
1,0.8,2.22,0.88,"2000-06-14 00:00:00",East
1,5.2,14.43,5.72,"2000-06-23 00:00:00",East
2,14.1,47,18.8,"2000-06-21 00:00:00",East
2,15.9,53,21.2,"2000-06-18 00:00:00",East
1,33.2,92.13,36.52,"2000-06-03 00:00:00",East
2,40,120,40,"2000-03-28 00:00:00",East
1,47,125,52,"2000-03-13 00:00:00",East
2,8,22,10,"2000-05-11 00:00:00",East
2,11.6,31.9,14.5,"2000-05-13 00:00:00",East
2,20.4,56.1,25.5,"2000-05-21 00:00:00",East
1,48,114,53,"2000-05-04 00:00:00",East
2,0.4,1.1,0.5,"2000-11-12 00:00:00",East
2,0.4,1.1,0.5,"2000-11-11 00:00:00",East
1,15.04,38.4,16.64,"2000-11-26 00:00:00",East
1,31.96,81.6,35.36,"2000-11-27 00:00:00",East
2,39.2,107.8,49,"2000-11-05 00:00:00",East
2,1.5,5,1.5,"2000-10-07 00:00:00",East
2,5.1,17,5.1,"2000-10-17 00:00:00",East
1,15.18,38.28,16.83,"2000-10-25 00:00:00",East
1,30.82,77.72,34.17,"2000-10-09 00:00:00",East
2,23.4,78,23.4,"2000-10-03 00:00:00",East
1,0.94,1.96,1.04,"2000-09-21 00:00:00",East
1,14.57,30.38,16.12,"2000-09-17 00:00:00",East
1,31.49,65.66,34.84,"2000-09-14 00:00:00",East
2,40,90,40,"2000-09-25 00:00:00",East
1,2.7,19.5,9.72,"2000-04-10 00:00:00",East
1,3.6,26,12.96,"2000-04-05 00:00:00",East
2,4.4,34.1,16.5,"2000-04-16 00:00:00",East
2,35.6,275.9,133.5,"2000-04-04 00:00:00",East
1,38.7,279.5,139.32,"2000-04-04 00:00:00",East
2,2.1,19.6,9.1,"2000-08-26 00:00:00",East
2,13.8,128.8,59.8,"2000-08-09 00:00:00",East
2,14.1,131.6,61.1,"2000-08-07 00:00:00",East
1,40,291,145,"2000-08-24 00:00:00",East
2,40,290,150,"2000-12-22 00:00:00",East
1,42,306,153,"2000-12-18 00:00:00",East
2,0.4,3.3,1.6,"2000-02-24 00:00:00",East
2,1.2,9.9,4.8,"2000-02-24 00:00:00",East
1,15.04,108.8,54.4,"2000-02-08 00:00:00",East
2,19.2,158.4,76.8,"2000-02-19 00:00:00",East
2,19.2,158.4,76.8,"2000-02-24 00:00:00",East
1,31.96,231.2,115.6,"2000-02-26 00:00:00",East
1,2.35,17.05,8.5,"2000-01-05 00:00:00",East
1,9.4,68.2,34,"2000-01-20 00:00:00",East
1,35.25,255.75,127.5,"2000-01-18 00:00:00",East
2,40,330,160,"2000-01-20 00:00:00",East
1,1.2,8.73,4.35,"2000-07-20 00:00:00",East
1,1.6,11.64,5.8,"2000-07-22 00:00:00",East
1,17.2,125.13,62.35,"2000-07-11 00:00:00",East
1,20,145.5,72.5,"2000-07-09 00:00:00",East
2,30,280,130,"2000-07-08 00:00:00",East
2,30,290,140,"2000-06-24 00:00:00",East
1,41,298,149,"2000-06-02 00:00:00",East
2,18,139.5,67.5,"2000-03-23 00:00:00",East
2,22,170.5,82.5,"2000-03-04 00:00:00",East
1,45,325,162,"2000-03-27 00:00:00",East
1,3.69,26.82,13.41,"2000-05-22 00:00:00",East
1,5.74,41.72,20.86,"2000-05-17 00:00:00",East
1,10.25,74.5,37.25,"2000-05-23 00:00:00",East
2,8.4,81.2,39.2,"2000-05-28 00:00:00",East
1,21.32,154.96,77.48,"2000-05-06 00:00:00",East
2,21.6,208.8,100.8,"2000-05-14 00:00:00",East
2,4.4,38.5,18.7,"2000-11-19 00:00:00",East
2,12.8,112,54.4,"2000-11-18 00:00:00",East
1,14.5,105.27,52.49,"2000-11-28 00:00:00",East
1,15.5,112.53,56.11,"2000-11-20 00:00:00",East
1,20,145.2,72.4,"2000-11-25 00:00:00",East
2,22.8,199.5,96.9,"2000-11-04 00:00:00",East
2,0.3,3,1.4,"2000-10-12 00:00:00",East
1,1.35,9.66,4.83,"2000-10-16 00:00:00",East
1,3.6,25.76,12.88,"2000-10-10 00:00:00",East
1,9.9,70.84,35.42,"2000-10-19 00:00:00",East
1,30.15,215.74,107.87,"2000-10-04 00:00:00",East
2,29.7,297,138.6,"2000-10-18 00:00:00",East
1,0.86,6.2,3.1,"2000-09-05 00:00:00",East
1,5.16,37.2,18.6,"2000-09-25 00:00:00",East
1,36.98,266.6,133.3,"2000-09-20 00:00:00",East
2,40,300,140,"2000-09-25 00:00:00",East
2,0.1,0.9,0.4,"2000-04-01 00:00:00",East
1,2.4,14.52,6.48,"2000-04-19 00:00:00",East
1,5,30.25,13.5,"2000-04-20 00:00:00",East
1,12.6,76.23,34.02,"2000-04-09 00:00:00",East
2,9.9,89.1,39.6,"2000-04-23 00:00:00",East
1,0.9,5.45,2.45,"2000-08-01 00:00:00",East
1,1.62,9.81,4.41,"2000-08-16 00:00:00",East
2,1.7,13.6,5.1,"2000-08-23 00:00:00",East
1,4.5,27.25,12.25,"2000-08-01 00:00:00",East
2,2.6,20.8,7.8,"2000-08-14 00:00:00",East
2,5.7,45.6,17.1,"2000-08-23 00:00:00",East
1,10.98,66.49,29.89,"2000-08-16 00:00:00",East
2,0.7,4.9,2.1,"2000-12-07 00:00:00",East
2,0.8,5.6,2.4,"2000-12-24 00:00:00",East
2,1.5,10.5,4.5,"2000-12-20 00:00:00",East
2,7,49,21,"2000-12-11 00:00:00",East
1,17,103,46,"2000-12-17 00:00:00",East
2,10,100,40,"2000-02-25 00:00:00",East
1,22,132,59,"2000-02-12 00:00:00",East
2,4.4,44,17.6,"2000-01-15 00:00:00",East
2,5.6,56,22.4,"2000-01-10 00:00:00",East
1,22,130,58,"2000-01-20 00:00:00",East
1,0.38,2.3,1.02,"2000-07-27 00:00:00",East
2,1.1,8.8,3.3,"2000-07-11 00:00:00",East
2,1.3,10.4,3.9,"2000-07-04 00:00:00",East
2,3.8,30.4,11.4,"2000-07-11 00:00:00",East
2,3.8,30.4,11.4,"2000-07-05 00:00:00",East
1,18.62,112.7,49.98,"2000-07-16 00:00:00",East
1,0.57,3.45,1.53,"2000-06-25 00:00:00",East
2,10,80,30,"2000-06-25 00:00:00",East
1,18.43,111.55,49.47,"2000-06-05 00:00:00",East
2,0.3,3,1.2,"2000-03-13 00:00:00",East
2,0.3,3,1.2,"2000-03-05 00:00:00",East
2,3.3,33,13.2,"2000-03-11 00:00:00",East
2,6.1,61,24.4,"2000-03-11 00:00:00",East
1,22,129,58,"2000-03-01 00:00:00",East
2,0.2,1.8,0.8,"2000-05-09 00:00:00",East
2,1.3,11.7,5.2,"2000-05-08 00:00:00",East
1,6.4,37.76,16.96,"2000-05-28 00:00:00",East
1,13.6,80.24,36.04,"2000-05-23 00:00:00",East
2,8.5,76.5,34,"2000-05-03 00:00:00",East
1,1.2,7.44,3.3,"2000-11-28 00:00:00",East
2,2.8,25.2,11.2,"2000-11-05 00:00:00",East
1,8.6,53.32,23.65,"2000-11-26 00:00:00",East
1,10.2,63.24,28.05,"2000-11-05 00:00:00",East
2,7.2,64.8,28.8,"2000-11-22 00:00:00",East
2,0,4.2,2.1,"2000-10-05 00:00:00",East
1,1.8,10.8,4.86,"2000-10-21 00:00:00",East
2,0,55.8,27.9,"2000-10-08 00:00:00",East
1,18.2,109.2,49.14,"2000-10-20 00:00:00",East
1,0.34,2.04,0.9,"2000-09-22 00:00:00",East
1,1.19,7.14,3.15,"2000-09-21 00:00:00",East
2,1.7,11.9,5.1,"2000-09-05 00:00:00",East
2,8.3,58.1,24.9,"2000-09-26 00:00:00",East
1,15.47,92.82,40.95,"2000-09-18 00:00:00",East
1,3.04,28.5,11.4,"2000-04-22 00:00:00",East
1,4.96,46.5,18.6,"2000-04-11 00:00:00",East
2,0,80,30,"2000-04-26 00:00:00",East
2,0,1,0.4,"2000-08-17 00:00:00",East
2,0,21,8.4,"2000-08-19 00:00:00",East
2,0,28,11.2,"2000-08-03 00:00:00",East
1,6,55,22,"2000-08-06 00:00:00",East
2,0,1.6,0.6,"2000-12-17 00:00:00",East
1,0.18,1.64,0.66,"2000-12-20 00:00:00",East
1,0.9,8.2,3.3,"2000-12-03 00:00:00",East
1,1.89,17.22,6.93,"2000-12-27 00:00:00",East
1,6.03,54.94,22.11,"2000-12-09 00:00:00",East
2,0,78.4,29.4,"2000-12-17 00:00:00",East
2,0,15.2,5.7,"2000-02-27 00:00:00",East
2,0,64.8,24.3,"2000-02-09 00:00:00",East
1,8,80,32,"2000-02-15 00:00:00",East
2,0,0.8,0.3,"2000-01-22 00:00:00",East
1,0.16,1.6,0.64,"2000-01-18 00:00:00",East
1,0.16,1.6,0.64,"2000-01-09 00:00:00",East
2,0,39.2,14.7,"2000-01-18 00:00:00",East
2,0,40,15,"2000-01-22 00:00:00",East
1,7.68,76.8,30.72,"2000-01-10 00:00:00",East
2,0,15,5,"2000-07-03 00:00:00",East
2,0,18.6,6.2,"2000-07-16 00:00:00",East
2,0,26.4,8.8,"2000-07-17 00:00:00",East
1,6,57,23,"2000-07-10 00:00:00",East
2,0,1.2,0.4,"2000-06-08 00:00:00",East
2,0,4.2,1.4,"2000-06-02 00:00:00",East
2,0,10.2,3.4,"2000-06-12 00:00:00",East
1,2.04,20.4,8.16,"2000-06-02 00:00:00",East
1,3.96,39.6,15.84,"2000-06-22 00:00:00",East
2,0,44.4,14.8,"2000-06-06 00:00:00",East
2,0,80,30,"2000-03-19 00:00:00",East
1,8,79,32,"2000-03-23 00:00:00",East
1,0.24,2.13,0.87,"2000-05-09 00:00:00",East
1,3.28,29.11,11.89,"2000-05-20 00:00:00",East
1,4.48,39.76,16.24,"2000-05-17 00:00:00",East
2,0,70,30,"2000-05-02 00:00:00",East
2,1.4,12.6,4.2,"2000-11-28 00:00:00",East
2,1.8,16.2,5.4,"2000-11-14 00:00:00",East
2,1.9,17.1,5.7,"2000-11-07 00:00:00",East
1,1.8,15.84,6.48,"2000-11-23 00:00:00",East
2,4.9,44.1,14.7,"2000-11-22 00:00:00",East
1,8.2,72.16,29.52,"2000-11-21 00:00:00",East
2,0,4.9,1.4,"2000-10-17 00:00:00",East
2,0,65.1,18.6,"2000-10-02 00:00:00",East
1,7,66,27,"2000-10-05 00:00:00",East
1,0.32,2.88,1.16,"2000-09-05 00:00:00",East
2,0,3.5,1.5,"2000-09-26 00:00:00",East
1,0.4,3.6,1.45,"2000-09-08 00:00:00",East
2,0,29.4,12.6,"2000-09-22 00:00:00",East
1,3.6,32.4,13.05,"2000-09-02 00:00:00",East
1,3.68,33.12,13.34,"2000-09-20 00:00:00",East
2,0,37.1,15.9,"2000-09-13 00:00:00",East
1,0.05,0.53,0.21,"2000-04-20 00:00:00",East
1,2.4,25.44,10.08,"2000-04-12 00:00:00",East
1,2.55,27.03,10.71,"2000-04-11 00:00:00",East
2,0,50,20,"2000-04-06 00:00:00",East
2,0,8,2,"2000-08-17 00:00:00",East
1,1.36,13.94,5.44,"2000-08-14 00:00:00",East
1,2.64,27.06,10.56,"2000-08-07 00:00:00",East
2,0,32,8,"2000-08-10 00:00:00",East
2,0,3.5,1.5,"2000-12-21 00:00:00",East
2,0,4.9,2.1,"2000-12-27 00:00:00",East
2,0,61.6,26.4,"2000-12-13 00:00:00",East
1,8,73,29,"2000-12-20 00:00:00",East
2,0,1.8,0.6,"2000-02-12 00:00:00",East
2,0,6,2,"2000-02-24 00:00:00",East
1,1.26,11.76,4.62,"2000-02-13 00:00:00",East
1,4.74,44.24,17.38,"2000-02-22 00:00:00",East
2,0,52.2,17.4,"2000-02-02 00:00:00",East
1,0.96,9.6,3.84,"2000-01-02 00:00:00",East
1,7.04,70.4,28.16,"2000-01-11 00:00:00",East
2,0,80,30,"2000-01-15 00:00:00",East
1,0.05,0.44,0.18,"2000-07-13 00:00:00",East
2,0,2.8,0.7,"2000-07-13 00:00:00",East
2,0,5.6,1.4,"2000-07-08 00:00:00",East
1,0.9,7.92,3.24,"2000-07-14 00:00:00",East
2,0,14.8,3.7,"2000-07-20 00:00:00",East
2,0,16.8,4.2,"2000-07-13 00:00:00",East
1,4.05,35.64,14.58,"2000-07-19 00:00:00",East
2,0,16,4,"2000-06-07 00:00:00",East
2,0,24,6,"2000-06-28 00:00:00",East
1,5,44,18,"2000-06-10 00:00:00",East
1,0.05,0.53,0.21,"2000-03-21 00:00:00",East
1,0.3,3.18,1.26,"2000-03-15 00:00:00",East
1,0.55,5.83,2.31,"2000-03-18 00:00:00",East
1,4.1,43.46,17.22,"2000-03-24 00:00:00",East
2,0,50,20,"2000-03-24 00:00:00",East
2,0,3.5,1.4,"2000-05-17 00:00:00",East
1,1.25,12.25,5,"2000-05-07 00:00:00",East
2,0,20,8,"2000-05-24 00:00:00",East
2,0,26.5,10.6,"2000-05-25 00:00:00",East
1,3.75,36.75,15,"2000-05-08 00:00:00",East
2,0,80,30,"2000-11-14 00:00:00",East
1,8,80,32,"2000-11-13 00:00:00",East
2,0,2,0.8,"2000-10-15 00:00:00",East
2,0,3.5,1.4,"2000-10-02 00:00:00",East
1,2.1,22.26,8.82,"2000-10-22 00:00:00",East
1,2.9,30.74,12.18,"2000-10-25 00:00:00",East
2,0,44.5,17.8,"2000-10-02 00:00:00",East
2,0,0.5,0.2,"2000-09-05 00:00:00",East
2,0,0.5,0.2,"2000-09-07 00:00:00",East
2,0,49,19.6,"2000-09-21 00:00:00",East
1,5,50,20,"2000-09-15 00:00:00",East
1,3.48,26.64,10.56,"2000-04-23 00:00:00",East
1,10.44,79.92,31.68,"2000-04-06 00:00:00",East
1,15.08,115.44,45.76,"2000-04-12 00:00:00",East
2,20,210,80,"2000-04-14 00:00:00",East
2,0.9,8.1,3,"2000-08-05 00:00:00",East
2,1.8,16.2,6,"2000-08-21 00:00:00",East
2,5.7,51.3,19,"2000-08-23 00:00:00",East
2,21.6,194.4,72,"2000-08-14 00:00:00",East
1,37,286,114,"2000-08-26 00:00:00",East
2,0.8,7.6,2.8,"2000-12-20 00:00:00",East
2,0.8,7.6,2.8,"2000-12-06 00:00:00",East
2,3.4,32.3,11.9,"2000-12-28 00:00:00",East
1,3.77,28.73,11.44,"2000-12-23 00:00:00",East
2,15,142.5,52.5,"2000-12-21 00:00:00",East
1,25.23,192.27,76.56,"2000-12-07 00:00:00",East
2,5.4,51.3,18.9,"2000-02-17 00:00:00",East
2,14.6,138.7,51.1,"2000-02-03 00:00:00",East
1,26,200,80,"2000-02-01 00:00:00",East
1,1.08,8.4,3.36,"2000-01-11 00:00:00",East
1,1.35,10.5,4.2,"2000-01-16 00:00:00",East
2,3.6,34.2,14.4,"2000-01-23 00:00:00",East
1,7.83,60.9,24.36,"2000-01-05 00:00:00",East
2,6.8,64.6,27.2,"2000-01-14 00:00:00",East
2,9.6,91.2,38.4,"2000-01-16 00:00:00",East
1,16.74,130.2,52.08,"2000-01-09 00:00:00",East
2,0.6,5.4,2,"2000-07-16 00:00:00",East
1,5.18,40.04,15.96,"2000-07-10 00:00:00",East
2,9.9,89.1,33,"2000-07-13 00:00:00",East
1,12.21,94.38,37.62,"2000-07-08 00:00:00",East
2,19.5,175.5,65,"2000-07-07 00:00:00",East
1,19.61,151.58,60.42,"2000-07-18 00:00:00",East
1,2.88,22.24,8.88,"2000-06-07 00:00:00",East
2,30,260,100,"2000-06-08 00:00:00",East
1,33.12,255.76,102.12,"2000-06-26 00:00:00",East
2,0.2,1.9,0.8,"2000-03-07 00:00:00",East
2,4.6,43.7,18.4,"2000-03-16 00:00:00",East
2,15.2,144.4,60.8,"2000-03-07 00:00:00",East
1,27,210,84,"2000-03-17 00:00:00",East
2,3.4,37.4,15.3,"2000-05-21 00:00:00",East
2,16.6,182.6,74.7,"2000-05-17 00:00:00",East
1,31,235,94,"2000-05-16 00:00:00",East
1,0.25,1.97,0.78,"2000-11-15 00:00:00",East
1,6.75,53.19,21.06,"2000-11-13 00:00:00",East
1,8.5,66.98,26.52,"2000-11-10 00:00:00",East
1,9.5,74.86,29.64,"2000-11-20 00:00:00",East
2,20,170,70,"2000-11-11 00:00:00",East
2,2.3,39.1,13.8,"2000-10-28 00:00:00",East
2,2.9,49.3,17.4,"2000-10-11 00:00:00",East
1,4.86,36.9,14.76,"2000-10-24 00:00:00",East
2,4.8,81.6,28.8,"2000-10-21 00:00:00",East
1,22.14,168.1,67.24,"2000-10-25 00:00:00",East
2,0.2,2.3,0.9,"2000-09-17 00:00:00",East
1,3.2,24.9,9.9,"2000-09-24 00:00:00",East
2,6.6,75.9,29.7,"2000-09-15 00:00:00",East
1,8.32,64.74,25.74,"2000-09-22 00:00:00",East
2,13.2,151.8,59.4,"2000-09-13 00:00:00",East
1,20.48,159.36,63.36,"2000-09-27 00:00:00",East
2,0.3,2.5,1,"2000-04-16 00:00:00",East
1,1.36,10.68,4.48,"2000-04-24 00:00:00",East
2,3.9,32.5,13,"2000-04-24 00:00:00",East
2,25.8,215,86,"2000-04-18 00:00:00",East
1,32.64,256.32,107.52,"2000-04-27 00:00:00",East
2,2.1,18.2,7.7,"2000-08-24 00:00:00",East
2,3.9,33.8,14.3,"2000-08-24 00:00:00",East
2,7.8,67.6,28.6,"2000-08-10 00:00:00",East
2,16.2,140.4,59.4,"2000-08-07 00:00:00",East
1,35,277,116,"2000-08-27 00:00:00",East
2,30,280,120,"2000-12-14 00:00:00",East
1,41,320,134,"2000-12-25 00:00:00",East
2,1.8,17.1,7.2,"2000-02-06 00:00:00",East
1,5.72,45.32,18.92,"2000-02-06 00:00:00",East
2,18.2,172.9,72.8,"2000-02-24 00:00:00",East
1,20.28,160.68,67.08,"2000-02-19 00:00:00",East
2,1.2,11.4,4.8,"2000-01-14 00:00:00",East
1,4.16,32,13.44,"2000-01-06 00:00:00",East
2,8.2,77.9,32.8,"2000-01-25 00:00:00",East
1,10.92,84,35.28,"2000-01-05 00:00:00",East
1,10.92,84,35.28,"2000-01-24 00:00:00",East
2,10.6,100.7,42.4,"2000-01-01 00:00:00",East
1,12.47,97.44,40.89,"2000-07-17 00:00:00",East
1,30.53,238.56,100.11,"2000-07-27 00:00:00",East
2,30,310,130,"2000-07-12 00:00:00",East
2,30,260,110,"2000-06-24 00:00:00",East
1,36,282,118,"2000-06-28 00:00:00",East
1,0.27,2.14,0.89,"2000-03-11 00:00:00",East
1,0.81,6.42,2.67,"2000-03-11 00:00:00",East
1,5.4,42.8,17.8,"2000-03-04 00:00:00",East
2,20,200,80,"2000-03-21 00:00:00",East
1,20.52,162.64,67.64,"2000-03-21 00:00:00",East
2,1.8,15,6,"2000-05-27 00:00:00",East
1,7,54.6,22.8,"2000-05-27 00:00:00",East
1,7.35,57.33,23.94,"2000-05-13 00:00:00",East
1,10.15,79.17,33.06,"2000-05-12 00:00:00",East
1,10.5,81.9,34.2,"2000-05-09 00:00:00",East
2,28.2,235,94,"2000-05-11 00:00:00",East
1,0.31,2.45,1.02,"2000-11-02 00:00:00",East
1,0.31,2.45,1.02,"2000-11-21 00:00:00",East
1,2.48,19.6,8.16,"2000-11-28 00:00:00",East
2,5,55,22.5,"2000-11-01 00:00:00",East
2,15,165,67.5,"2000-11-09 00:00:00",East
1,27.9,220.5,91.8,"2000-11-09 00:00:00",East
2,0.8,14.4,5.6,"2000-10-16 00:00:00",East
1,13.44,104.64,43.68,"2000-10-22 00:00:00",East
1,14.56,113.36,47.32,"2000-10-16 00:00:00",East
2,9.2,165.6,64.4,"2000-10-08 00:00:00",East
1,0.58,4.6,1.92,"2000-09-11 00:00:00",East
2,1.8,18.9,8.1,"2000-09-28 00:00:00",East
2,2.2,23.1,9.9,"2000-09-25 00:00:00",East
1,4.35,34.5,14.4,"2000-09-23 00:00:00",East
2,16,168,72,"2000-09-10 00:00:00",East
1,24.07,190.9,79.68,"2000-09-03 00:00:00",East
2,12,33,13.5,"2000-04-04 00:00:00",East
2,21.6,59.4,24.3,"2000-04-26 00:00:00",East
2,46.4,127.6,52.2,"2000-04-09 00:00:00",East
1,86,227,95,"2000-04-13 00:00:00",East
1,1.2,3.17,1.33,"2000-08-01 00:00:00",East
2,2.2,6.2,2.4,"2000-08-24 00:00:00",East
1,2.4,6.34,2.66,"2000-08-05 00:00:00",East
2,49.5,139.5,54,"2000-08-10 00:00:00",East
2,58.3,164.3,63.6,"2000-08-21 00:00:00",East
1,116.4,307.49,129.01,"2000-08-12 00:00:00",East
2,4.5,12,5,"2000-12-24 00:00:00",East
2,11.7,31.2,13,"2000-12-25 00:00:00",East
2,26.1,69.6,29,"2000-12-03 00:00:00",East
1,26.6,70,29.4,"2000-12-03 00:00:00",East
2,47.7,127.2,53,"2000-12-01 00:00:00",East
1,68.4,180,75.6,"2000-12-13 00:00:00",East
2,5.6,16.8,6.4,"2000-02-07 00:00:00",East
2,9.8,29.4,11.2,"2000-02-15 00:00:00",East
2,54.6,163.8,62.4,"2000-02-17 00:00:00",East
1,83,220,92,"2000-02-10 00:00:00",East
2,60,180,70,"2000-01-08 00:00:00",East
1,72,190,79,"2000-01-11 00:00:00",East
1,3.36,8.91,3.72,"2000-07-27 00:00:00",East
1,4.48,11.88,4.96,"2000-07-05 00:00:00",East
1,20.16,53.46,22.32,"2000-07-08 00:00:00",East
1,84,222.75,93,"2000-07-13 00:00:00",East
2,100,290,110,"2000-07-19 00:00:00",East
1,47,124.08,51.7,"2000-06-23 00:00:00",East
1,53,139.92,58.3,"2000-06-03 00:00:00",East
2,90,250,100,"2000-06-26 00:00:00",East
2,0.8,2.2,0.9,"2000-03-23 00:00:00",East
2,0.8,2.2,0.9,"2000-03-21 00:00:00",East
2,18.4,50.6,20.7,"2000-03-28 00:00:00",East
2,60,165,67.5,"2000-03-20 00:00:00",East
1,86,227,95,"2000-03-24 00:00:00",East
1,5.81,15.47,6.44,"2000-05-03 00:00:00",East
1,11.62,30.94,12.88,"2000-05-27 00:00:00",East
1,21.58,57.46,23.92,"2000-05-26 00:00:00",East
2,24.5,73.5,28,"2000-05-26 00:00:00",East
1,43.99,117.13,48.76,"2000-05-13 00:00:00",East
2,45.5,136.5,52,"2000-05-12 00:00:00",East
1,0.85,2.24,0.94,"2000-11-17 00:00:00",East
1,16.15,42.56,17.86,"2000-11-05 00:00:00",East
2,20.8,54.6,23.4,"2000-11-28 00:00:00",East
2,59.2,155.4,66.6,"2000-11-08 00:00:00",East
1,68,179.2,75.2,"2000-11-01 00:00:00",East
1,3.48,9.2,3.84,"2000-10-06 00:00:00",East
2,4.9,14.7,5.6,"2000-10-08 00:00:00",East
2,10.5,31.5,12,"2000-10-11 00:00:00",East
2,14.7,44.1,16.8,"2000-10-15 00:00:00",East
2,39.9,119.7,45.6,"2000-10-08 00:00:00",East
1,83.52,220.8,92.16,"2000-10-24 00:00:00",East
1,9.24,24.53,10.23,"2000-09-01 00:00:00",East
1,10.92,28.99,12.09,"2000-09-26 00:00:00",East
2,11.2,33.6,12.8,"2000-09-02 00:00:00",East
2,58.8,176.4,67.2,"2000-09-22 00:00:00",East
1,63.84,169.48,70.68,"2000-09-15 00:00:00",East
2,1.4,13.3,4.9,"2000-04-19 00:00:00",East
1,3.78,27.3,11.62,"2000-04-27 00:00:00",East
1,5.13,37.05,15.77,"2000-04-06 00:00:00",East
2,5,47.5,17.5,"2000-04-18 00:00:00",East
2,13.6,129.2,47.6,"2000-04-28 00:00:00",East
1,18.09,130.65,55.61,"2000-04-08 00:00:00",East
1,5.12,36.96,15.84,"2000-08-15 00:00:00",East
1,9.6,69.3,29.7,"2000-08-26 00:00:00",East
1,17.28,124.74,53.46,"2000-08-20 00:00:00",East
2,30,220,90,"2000-08-20 00:00:00",East
2,20,190,80,"2000-12-06 00:00:00",East
1,27,195,83,"2000-12-27 00:00:00",East
2,1.2,10.2,4.2,"2000-02-04 00:00:00",East
2,2.2,18.7,7.7,"2000-02-27 00:00:00",East
2,2.8,23.8,9.8,"2000-02-20 00:00:00",East
2,13.8,117.3,48.3,"2000-02-16 00:00:00",East
1,25,180,77,"2000-02-02 00:00:00",East
2,0.8,6.8,2.8,"2000-01-20 00:00:00",East
2,1.2,10.2,4.2,"2000-01-27 00:00:00",East
1,4.25,30.6,13.09,"2000-01-10 00:00:00",East
1,6.5,46.8,20.02,"2000-01-12 00:00:00",East
1,14.25,102.6,43.89,"2000-01-28 00:00:00",East
2,18,153,63,"2000-01-26 00:00:00",East
1,2.24,15.89,6.79,"2000-07-23 00:00:00",East
1,3.84,27.24,11.64,"2000-07-08 00:00:00",East
1,6.08,43.13,18.43,"2000-07-18 00:00:00",East
2,7.8,57.2,23.4,"2000-07-24 00:00:00",East
1,19.84,140.74,60.14,"2000-07-22 00:00:00",East
2,22.2,162.8,66.6,"2000-07-05 00:00:00",East
2,20,200,80,"2000-06-05 00:00:00",East
1,30,212,91,"2000-06-26 00:00:00",East
1,0.26,1.88,0.8,"2000-03-24 00:00:00",East
2,0.4,3.6,1.4,"2000-03-12 00:00:00",East
1,0.52,3.76,1.6,"2000-03-11 00:00:00",East
1,3.9,28.2,12,"2000-03-11 00:00:00",East
1,21.32,154.16,65.6,"2000-03-01 00:00:00",East
2,19.6,176.4,68.6,"2000-03-11 00:00:00",East
2,3.6,34.2,14.4,"2000-05-06 00:00:00",East
2,7.8,74.1,31.2,"2000-05-21 00:00:00",East
2,8.6,81.7,34.4,"2000-05-10 00:00:00",East
1,11.48,83.64,35.67,"2000-05-25 00:00:00",East
1,16.52,120.36,51.33,"2000-05-14 00:00:00",East
2,1.8,15.3,6.3,"2000-11-10 00:00:00",East
2,2.8,23.8,9.8,"2000-11-13 00:00:00",East
2,15.4,130.9,53.9,"2000-11-16 00:00:00",East
1,25,180,77,"2000-11-08 00:00:00",East
2,1.5,27,10.5,"2000-10-09 00:00:00",East
1,4.48,32.32,13.76,"2000-10-02 00:00:00",East
2,8.5,153,59.5,"2000-10-27 00:00:00",East
1,23.52,169.68,72.24,"2000-10-10 00:00:00",East
2,3.8,36.1,15.2,"2000-09-02 00:00:00",East
2,4.4,41.8,17.6,"2000-09-01 00:00:00",East
2,4.8,45.6,19.2,"2000-09-24 00:00:00",East
2,7,66.5,28,"2000-09-27 00:00:00",East
1,28,199,85,"2000-09-28 00:00:00",East
2,3.7,33.3,14.8,"2000-04-11 00:00:00",East
2,6.3,56.7,25.2,"2000-04-03 00:00:00",East
1,21,127,57,"2000-04-09 00:00:00",East
2,0.2,2,0.8,"2000-08-28 00:00:00",East
2,1.5,15,6,"2000-08-12 00:00:00",East
2,3.1,31,12.4,"2000-08-25 00:00:00",East
2,5.2,52,20.8,"2000-08-12 00:00:00",East
1,23,140,63,"2000-08-26 00:00:00",East
