sales,region,SKU_ALIAS,marketing,UDAMKTSIZE
11,East,Cola,1,"Major Market"
28.89,East,Cola,3.51,"Major Market"
78.11,East,Cola,9.49,"Major Market"
92.4,East,Cola,8.4,"Major Market"
1.7,East,Cola,0.2,"Major Market"
3.2,East,Cola,0,"Major Market"
3.4,East,Cola,0.4,"Major Market"
10.2,East,Cola,1.2,"Major Market"
19.2,East,Cola,0,"Major Market"
19.2,East,Cola,0,"Major Market"
38.4,East,Cola,0,"Major Market"
69.7,East,Cola,8.2,"Major Market"
32.32,East,Cola,4.16,"Major Market"
68.68,East,Cola,8.84,"Major Market"
90,East,Cola,10,"Major Market"
3.9,East,Cola,0.3,"Major Market"
5.2,East,Cola,0.4,"Major Market"
27.3,East,Cola,2.1,"Major Market"
43.52,East,Cola,5.44,"Major Market"
93.6,East,Cola,7.2,"Major Market"
84.48,East,Cola,10.56,"Major Market"
7,East,Cola,0.9,"Major Market"
8.4,East,Cola,1.08,"Major Market"
29.4,East,Cola,3.78,"Major Market"
95.2,East,Cola,12.24,"Major Market"
140,East,Cola,10,"Major Market"
33.15,East,Cola,3.9,"Major Market"
51.85,East,Cola,6.1,"Major Market"
80,East,Cola,0,"Major Market"
90,East,Cola,10,"Major Market"
93,East,Cola,12,"Major Market"
4.8,East,Cola,0.4,"Major Market"
8.47,East,Cola,1.05,"Major Market"
19.36,East,Cola,2.4,"Major Market"
46.8,East,Cola,3.9,"Major Market"
68.4,East,Cola,5.7,"Major Market"
93.17,East,Cola,11.55,"Major Market"
26.78,East,Cola,3.38,"Major Market"
33,East,Cola,3.3,"Major Market"
67,East,Cola,6.7,"Major Market"
76.22,East,Cola,9.62,"Major Market"
12.54,East,Cola,1.54,"Major Market"
13.68,East,Cola,1.68,"Major Market"
87.78,East,Cola,10.78,"Major Market"
110,East,Cola,10,"Major Market"
3.21,East,Cola,0.39,"Major Market"
48,East,Cola,0,"Major Market"
38.52,East,Cola,4.68,"Major Market"
52,East,Cola,0,"Major Market"
65.27,East,Cola,7.93,"Major Market"
12.1,East,Cola,1.1,"Major Market"
11.77,East,Cola,1.43,"Major Market"
19.26,East,Cola,2.34,"Major Market"
30.8,East,Cola,2.8,"Major Market"
67.1,East,Cola,6.1,"Major Market"
75.97,East,Cola,9.23,"Major Market"
2.6,East,Cola,0.2,"Major Market"
2.6,East,Cola,0.2,"Major Market"
18.2,East,Cola,1.4,"Major Market"
106.6,East,Cola,8.2,"Major Market"
106,East,Cola,15,"Major Market"
66.65,East,Cola,9.46,"Major Market"
88.35,East,Cola,12.54,"Major Market"
190,East,Cola,20,"Major Market"
1.85,East,Cola,0.26,"Major Market"
3.7,East,Cola,0.52,"Major Market"
55,East,Cola,5,"Major Market"
74.8,East,Cola,6.8,"Major Market"
90.2,East,Cola,8.2,"Major Market"
179.45,East,Cola,25.22,"Major Market"
1.2,East,Cola,0.1,"Major Market"
2.4,East,Cola,0.2,"Major Market"
48,East,Cola,4,"Major Market"
68.4,East,Cola,5.7,"Major Market"
100,East,Cola,14,"Major Market"
44,East,Cola,6.16,"Major Market"
56,East,Cola,7.84,"Major Market"
120,East,Cola,10,"Major Market"
12.22,East,Cola,1.69,"Major Market"
15.4,East,Cola,1.4,"Major Market"
29.14,East,Cola,4.03,"Major Market"
52.64,East,Cola,7.28,"Major Market"
94.6,East,Cola,8.6,"Major Market"
26.4,East,Cola,2.2,"Major Market"
25.74,East,Cola,3.64,"Major Market"
42,East,Cola,3.5,"Major Market"
51.6,East,Cola,4.3,"Major Market"
73.26,East,Cola,10.36,"Major Market"
1.96,East,Cola,0.28,"Major Market"
18.62,East,Cola,2.66,"Major Market"
22.54,East,Cola,3.22,"Major Market"
54.88,East,Cola,7.84,"Major Market"
120,East,Cola,10,"Major Market"
15.6,East,Cola,1.3,"Major Market"
104.4,East,Cola,8.7,"Major Market"
99,East,Cola,14,"Major Market"
2.3,East,Cola,0.3,"Major Market"
6,East,Cola,0.87,"Major Market"
13.8,East,Cola,1.8,"Major Market"
213.9,East,Cola,27.9,"Major Market"
194,East,Cola,28.13,"Major Market"
95.7,East,Cola,6.6,"Major Market"
194.3,East,Cola,13.4,"Major Market"
205,East,Cola,29,"Major Market"
2.8,East,Cola,0.4,"Major Market"
4.2,East,Cola,0.6,"Major Market"
44.2,East,Cola,2.6,"Major Market"
40.6,East,Cola,5.8,"Major Market"
57.8,East,Cola,3.4,"Major Market"
68,East,Cola,4,"Major Market"
92.4,East,Cola,13.2,"Major Market"
28,East,Cola,2,"Major Market"
112,East,Cola,8,"Major Market"
119,East,Cola,16,"Major Market"
8.4,East,Cola,0.6,"Major Market"
19.6,East,Cola,1.4,"Major Market"
20.52,East,Cola,2.7,"Major Market"
28,East,Cola,2,"Major Market"
25.08,East,Cola,3.3,"Major Market"
68.4,East,Cola,9,"Major Market"
84,East,Cola,6,"Major Market"
110,East,Cola,10,"Major Market"
98,East,Cola,13,"Major Market"
15.5,East,Cola,2.1,"Major Market"
69.75,East,Cola,9.45,"Major Market"
69.75,East,Cola,9.45,"Major Market"
190,East,Cola,20,"Major Market"
160,East,Cola,22,"Major Market"
200,East,Cola,20,"Major Market"
12.22,East,Cola,1.56,"Major Market"
81.78,East,Cola,10.44,"Major Market"
110,East,Cola,10,"Major Market"
13.44,East,Cola,1.8,"Major Market"
14.56,East,Cola,1.95,"Major Market"
19.6,East,Cola,1.4,"Major Market"
30.8,East,Cola,2.2,"Major Market"
40.32,East,Cola,5.4,"Major Market"
43.68,East,Cola,5.85,"Major Market"
89.6,East,Cola,6.4,"Major Market"
14.4,East,Cola,0.8,"Major Market"
19.8,East,Cola,1.1,"Major Market"
40.23,East,Cola,5.4,"Major Market"
108.77,East,Cola,14.6,"Major Market"
145.8,East,Cola,8.1,"Major Market"
116,East,Cola,15,"Major Market"
140,East,Cola,10,"Major Market"
1.28,East,Cola,0.17,"Major Market"
2.56,East,Cola,0.34,"Major Market"
5.12,East,Cola,0.68,"Major Market"
21,East,Cola,1.4,"Major Market"
51,East,Cola,3.4,"Major Market"
78,East,Cola,5.2,"Major Market"
119.04,East,Cola,15.81,"Major Market"
21,East,Cola,1,"Major Market"
189,East,Cola,9,"Major Market"
144,East,Cola,19,"Major Market"
16.44,East,Cola,2.16,"Major Market"
120.56,East,Cola,15.84,"Major Market"
170,East,Cola,10,"Major Market"
36.48,East,Cola,5.12,"Major Market"
62.7,East,Cola,6.6,"Major Market"
127.68,East,Cola,17.92,"Major Market"
153.9,East,Cola,16.2,"Major Market"
291.84,East,Cola,40.96,"Major Market"
353.4,East,Cola,37.2,"Major Market"
25.2,East,Cola,2.7,"Major Market"
394.8,East,Cola,42.3,"Major Market"
420,East,Cola,45,"Major Market"
678,East,Cola,96,"Major Market"
225.75,East,Cola,31.82,"Major Market"
299.25,East,Cola,42.18,"Major Market"
620,East,Cola,80,"Major Market"
13.95,East,Cola,1.98,"Major Market"
65.1,East,Cola,9.24,"Major Market"
385.95,East,Cola,54.78,"Major Market"
580,East,Cola,60,"Major Market"
4.52,East,Cola,0.64,"Major Market"
40.68,East,Cola,5.76,"Major Market"
406.8,East,Cola,57.6,"Major Market"
560,East,Cola,60,"Major Market"
62.37,East,Cola,8.8,"Major Market"
504.63,East,Cola,71.2,"Major Market"
700,East,Cola,70,"Major Market"
47.88,East,Cola,6.75,"Major Market"
95.76,East,Cola,13.5,"Major Market"
111.72,East,Cola,15.75,"Major Market"
276.64,East,Cola,39,"Major Market"
660,East,Cola,70,"Major Market"
52.2,East,Cola,5.4,"Major Market"
81.2,East,Cola,8.4,"Major Market"
191.4,East,Cola,19.8,"Major Market"
255.2,East,Cola,26.4,"Major Market"
467,East,Cola,66,"Major Market"
64,East,Cola,6,"Major Market"
92.16,East,Cola,12.96,"Major Market"
419.84,East,Cola,59.04,"Major Market"
576,East,Cola,54,"Major Market"
39.2,East,Cola,5.52,"Major Market"
69.6,East,Cola,8.4,"Major Market"
75.4,East,Cola,9.1,"Major Market"
68.6,East,Cola,9.66,"Major Market"
102.9,East,Cola,14.49,"Major Market"
279.3,East,Cola,39.33,"Major Market"
435,East,Cola,52.5,"Major Market"
31.2,East,Cola,4.44,"Major Market"
93.6,East,Cola,13.32,"Major Market"
395.2,East,Cola,56.24,"Major Market"
770,East,Cola,70,"Major Market"
136,East,Cola,14,"Major Market"
114.66,East,Cola,16.17,"Major Market"
431.34,East,Cola,60.83,"Major Market"
544,East,Cola,56,"Major Market"
1.4,East,Cola,0.1,"Major Market"
1.4,East,Cola,0.1,"Major Market"
21.42,East,Cola,2.88,"Major Market"
22.61,East,Cola,3.04,"Major Market"
74.97,East,Cola,10.08,"Major Market"
137.2,East,Cola,9.8,"Major Market"
4.9,East,Cola,0.65,"Major Market"
7.2,East,Cola,0.6,"Major Market"
31.2,East,Cola,2.6,"Major Market"
81.6,East,Cola,6.8,"Major Market"
93.1,East,Cola,12.35,"Major Market"
5.2,East,Cola,0.4,"Major Market"
24.7,East,Cola,1.9,"Major Market"
38.76,East,Cola,5.44,"Major Market"
75.24,East,Cola,10.56,"Major Market"
100.1,East,Cola,7.7,"Major Market"
1.3,East,Cola,0.18,"Major Market"
1.6,East,Cola,0.1,"Major Market"
62.4,East,Cola,8.64,"Major Market"
72,East,Cola,4.5,"Major Market"
66.3,East,Cola,9.18,"Major Market"
86.4,East,Cola,5.4,"Major Market"
14.4,East,Cola,0.9,"Major Market"
16,East,Cola,1,"Major Market"
33.6,East,Cola,2.1,"Major Market"
36.4,East,Cola,5.04,"Major Market"
96,East,Cola,6,"Major Market"
93.6,East,Cola,12.96,"Major Market"
6,East,Cola,0.84,"Major Market"
48,East,Cola,4,"Major Market"
72,East,Cola,6,"Major Market"
94,East,Cola,13.16,"Major Market"
10.8,East,Cola,1.5,"Major Market"
46.44,East,Cola,6.45,"Major Market"
50.76,East,Cola,7.05,"Major Market"
130,East,Cola,10,"Major Market"
9.92,East,Cola,1.36,"Major Market"
48.36,East,Cola,6.63,"Major Market"
65.72,East,Cola,9.01,"Major Market"
150,East,Cola,10,"Major Market"
113,East,Cola,15,"Major Market"
140,East,Cola,10,"Major Market"
140,East,Cola,10,"Major Market"
124,East,Cola,17,"Major Market"
17.76,East,Cola,2.4,"Major Market"
32.19,East,Cola,4.35,"Major Market"
54,East,Cola,3.6,"Major Market"
61.05,East,Cola,8.25,"Major Market"
96,East,Cola,6.4,"Major Market"
3.39,East,Cola,0.45,"Major Market"
24.86,East,Cola,3.3,"Major Market"
24.86,East,Cola,3.3,"Major Market"
59.89,East,Cola,7.95,"Major Market"
140,East,Cola,10,"Major Market"
16.9,East,Cola,2.2,"Major Market"
152.1,East,Cola,19.8,"Major Market"
210,East,Cola,20,"Major Market"
18.2,East,Cola,1.4,"Major Market"
49.4,East,Cola,3.8,"Major Market"
94.95,East,Cola,12.15,"Major Market"
116.05,East,Cola,14.85,"Major Market"
192.4,East,Cola,14.8,"Major Market"
200,East,Cola,20,"Major Market"
176,East,Cola,23,"Major Market"
24.14,East,Cola,3.06,"Major Market"
46.86,East,Cola,5.94,"Major Market"
71,East,Cola,9,"Major Market"
170,East,Cola,10,"Major Market"
11.2,East,Cola,0.7,"Major Market"
130,East,Cola,16,"Major Market"
148.8,East,Cola,9.3,"Major Market"
10.4,East,Cola,0.8,"Major Market"
10.55,East,Cola,1.35,"Major Market"
15.6,East,Cola,1.2,"Major Market"
31.2,East,Cola,2.4,"Major Market"
27.43,East,Cola,3.51,"Major Market"
67.52,East,Cola,8.64,"Major Market"
105.5,East,Cola,13.5,"Major Market"
202.8,East,Cola,15.6,"Major Market"
38.6,East,Cola,5,"Major Market"
44.39,East,Cola,5.75,"Major Market"
110.01,East,Cola,14.25,"Major Market"
240,East,Cola,20,"Major Market"
1.5,East,Cola,0.19,"Major Market"
15,East,Cola,1.9,"Major Market"
46.5,East,Cola,5.89,"Major Market"
87,East,Cola,11.02,"Major Market"
180,East,Cola,10,"Major Market"
14.7,East,Cola,1.4,"Major Market"
14,East,Cola,1.76,"Major Market"
31.5,East,Cola,3.96,"Major Market"
48.3,East,Cola,4.6,"Major Market"
43.75,East,Cola,5.5,"Major Market"
85.75,East,Cola,10.78,"Major Market"
147,East,Cola,14,"Major Market"
10.92,East,Cola,1.4,"Major Market"
54,East,Cola,6,"Major Market"
126,East,Cola,14,"Major Market"
145.08,East,Cola,18.6,"Major Market"
27.6,East,Cola,2.4,"Major Market"
34.5,East,Cola,3,"Major Market"
167.9,East,Cola,14.6,"Major Market"
167,East,Cola,21,"Major Market"
30,East,Cola,3,"Major Market"
170,East,Cola,17,"Major Market"
167,East,Cola,21,"Major Market"
11.35,East,Cola,4.3,"Major Market"
20.7,East,Cola,7.2,"Major Market"
101.2,East,Cola,35.2,"Major Market"
108.1,East,Cola,37.6,"Major Market"
215.65,East,Cola,81.7,"Major Market"
28.53,East,Cola,10.8,"Major Market"
60.23,East,Cola,22.8,"Major Market"
69.74,East,Cola,26.4,"Major Market"
158.5,East,Cola,60,"Major Market"
330,East,Cola,110,"Major Market"
7.5,East,Cola,2.85,"Major Market"
7.5,East,Cola,2.85,"Major Market"
14.4,East,Cola,5.4,"Major Market"
33.6,East,Cola,12.6,"Major Market"
192,East,Cola,72,"Major Market"
235,East,Cola,89.3,"Major Market"
66.7,East,Cola,23.2,"Major Market"
163.3,East,Cola,56.8,"Major Market"
220,East,Cola,83,"Major Market"
19,East,Cola,7.2,"Major Market"
32.3,East,Cola,12.24,"Major Market"
85.5,East,Cola,31.5,"Major Market"
104.5,East,Cola,38.5,"Major Market"
138.7,East,Cola,52.56,"Major Market"
142.6,East,Cola,46,"Major Market"
167.4,East,Cola,54,"Major Market"
297,East,Cola,112,"Major Market"
21.6,East,Cola,7.2,"Major Market"
48.6,East,Cola,16.2,"Major Market"
64.8,East,Cola,21.6,"Major Market"
135,East,Cola,45,"Major Market"
264,East,Cola,100,"Major Market"
18.4,East,Cola,6.4,"Major Market"
23,East,Cola,8,"Major Market"
31.78,East,Cola,12.04,"Major Market"
40.86,East,Cola,15.48,"Major Market"
52.21,East,Cola,19.78,"Major Market"
59.8,East,Cola,20.8,"Major Market"
102.15,East,Cola,38.7,"Major Market"
128.8,East,Cola,44.8,"Major Market"
6.9,East,Cola,2.4,"Major Market"
223.1,East,Cola,77.6,"Major Market"
221,East,Cola,83,"Major Market"
61.6,East,Cola,22.4,"Major Market"
158.4,East,Cola,57.6,"Major Market"
224,East,Cola,85,"Major Market"
23,East,Cola,7,"Major Market"
36.8,East,Cola,11.2,"Major Market"
41.4,East,Cola,15.66,"Major Market"
170.2,East,Cola,51.8,"Major Market"
188.6,East,Cola,71.34,"Major Market"
230,East,Cola,80,"Major Market"
223,East,Cola,84,"Major Market"
14.24,East,Cola,1.98,"Major Market"
28.48,East,Cola,3.96,"Major Market"
35.6,East,Cola,4.95,"Major Market"
249.2,East,Cola,25.2,"Major Market"
258.1,East,Cola,26.1,"Major Market"
382.7,East,Cola,38.7,"Major Market"
633.68,East,Cola,88.11,"Major Market"
910,East,Cola,127,"Major Market"
1130,East,Cola,120,"Major Market"
16.6,East,Cola,2,"Major Market"
16.6,East,Cola,2,"Major Market"
107.9,East,Cola,13,"Major Market"
688.9,East,Cola,83,"Major Market"
699,East,Cola,97,"Major Market"
19.35,East,Cola,2.7,"Major Market"
96.75,East,Cola,13.5,"Major Market"
212.85,East,Cola,29.7,"Major Market"
316.05,East,Cola,44.1,"Major Market"
800,East,Cola,80,"Major Market"
176.28,East,Cola,24.44,"Major Market"
501.72,East,Cola,69.56,"Major Market"
840,East,Cola,90,"Major Market"
9.12,East,Cola,1.27,"Major Market"
36.48,East,Cola,5.08,"Major Market"
250.8,East,Cola,26.4,"Major Market"
364.8,East,Cola,38.4,"Major Market"
524.4,East,Cola,55.2,"Major Market"
866.4,East,Cola,120.65,"Major Market"
11.1,East,Cola,1.2,"Major Market"
455.1,East,Cola,49.2,"Major Market"
436.1,East,Cola,60.76,"Major Market"
453.9,East,Cola,63.24,"Major Market"
643.8,East,Cola,69.6,"Major Market"
260.4,East,Cola,27.9,"Major Market"
579.6,East,Cola,62.1,"Major Market"
675,East,Cola,94,"Major Market"
37.6,East,Cola,4,"Major Market"
136.08,East,Cola,18.9,"Major Market"
241.92,East,Cola,33.6,"Major Market"
378,East,Cola,52.5,"Major Market"
902.4,East,Cola,96,"Major Market"
118.4,East,Cola,14.4,"Major Market"
299.04,East,Cola,41.76,"Major Market"
323.96,East,Cola,45.24,"Major Market"
621.6,East,Cola,75.6,"Major Market"
76.8,East,Cola,6.4,"Major Market"
84.5,East,Cola,11.83,"Major Market"
278.4,East,Cola,23.2,"Major Market"
288,East,Cola,24,"Major Market"
316.8,East,Cola,26.4,"Major Market"
240.5,East,Cola,33.67,"Major Market"
325,East,Cola,45.5,"Major Market"
19.6,East,Cola,2,"Major Market"
165.9,East,Cola,23.1,"Major Market"
173.8,East,Cola,24.2,"Major Market"
173.8,East,Cola,24.2,"Major Market"
245,East,Cola,25,"Major Market"
276.5,East,Cola,38.5,"Major Market"
715.4,East,Cola,73,"Major Market"
180,East,Cola,20,"Major Market"
178,East,Cola,25,"Major Market"
44.4,East,Cola,3.7,"Major Market"
75.6,East,Cola,6.3,"Major Market"
120,East,Cola,17,"Major Market"
2.7,East,Cola,0.3,"Major Market"
6.3,East,Cola,0.7,"Major Market"
7.2,East,Cola,0.8,"Major Market"
23.76,East,Cola,3.36,"Major Market"
73.8,East,Cola,8.2,"Major Market"
75.24,East,Cola,10.64,"Major Market"
74.1,East,Cola,10.53,"Major Market"
91.2,East,Cola,9.6,"Major Market"
98.8,East,Cola,10.4,"Major Market"
115.9,East,Cola,16.47,"Major Market"
32.3,East,Cola,3.4,"Major Market"
64.6,East,Cola,6.8,"Major Market"
93.1,East,Cola,9.8,"Major Market"
190,East,Cola,27,"Major Market"
10,East,Cola,1,"Major Market"
15.92,East,Cola,2.24,"Major Market"
20,East,Cola,2,"Major Market"
42,East,Cola,4.2,"Major Market"
57.71,East,Cola,8.12,"Major Market"
61.69,East,Cola,8.68,"Major Market"
63.68,East,Cola,8.96,"Major Market"
128,East,Cola,12.8,"Major Market"
76,East,Cola,8,"Major Market"
76,East,Cola,10.8,"Major Market"
114,East,Cola,12,"Major Market"
114,East,Cola,16.2,"Major Market"
22,East,Cola,2.2,"Major Market"
21.23,East,Cola,2.97,"Major Market"
23.16,East,Cola,3.24,"Major Market"
28,East,Cola,2.8,"Major Market"
32,East,Cola,3.2,"Major Market"
69.48,East,Cola,9.72,"Major Market"
79.13,East,Cola,11.07,"Major Market"
118,East,Cola,11.8,"Major Market"
11.4,East,Cola,1.2,"Major Market"
49.4,East,Cola,5.2,"Major Market"
129.2,East,Cola,13.6,"Major Market"
190,East,Cola,27,"Major Market"
10.12,East,Cola,1.43,"Major Market"
18,East,Cola,2,"Major Market"
19.32,East,Cola,2.73,"Major Market"
72,East,Cola,8,"Major Market"
62.56,East,Cola,8.84,"Major Market"
4.8,East,Cola,0,"Major Market"
20.7,East,Cola,2.76,"Major Market"
24.8,East,Cola,0,"Major Market"
50.4,East,Cola,0,"Major Market"
69.3,East,Cola,9.24,"Major Market"
7.8,East,Cola,0.6,"Major Market"
11.88,East,Cola,1.71,"Major Market"
15.6,East,Cola,1.2,"Major Market"
29.04,East,Cola,4.18,"Major Market"
35.1,East,Cola,2.7,"Major Market"
71.5,East,Cola,5.5,"Major Market"
91.08,East,Cola,13.11,"Major Market"
5.84,East,Cola,0.76,"Major Market"
29.2,East,Cola,3.8,"Major Market"
270,East,Cola,30,"Major Market"
256.96,East,Cola,33.44,"Major Market"
10.5,East,Cola,1,"Major Market"
10.5,East,Cola,1,"Major Market"
18.9,East,Cola,1.8,"Major Market"
170.1,East,Cola,16.2,"Major Market"
225,East,Cola,29,"Major Market"
260,East,Cola,30,"Major Market"
289,East,Cola,37,"Major Market"
32.5,East,Cola,4.2,"Major Market"
35.75,East,Cola,4.62,"Major Market"
63,East,Cola,6.3,"Major Market"
237,East,Cola,23.7,"Major Market"
256.75,East,Cola,33.18,"Major Market"
27.9,East,Cola,3.6,"Major Market"
27.9,East,Cola,3.6,"Major Market"
34.8,East,Cola,3.6,"Major Market"
99.2,East,Cola,12.8,"Major Market"
116,East,Cola,12,"Major Market"
139.2,East,Cola,14.4,"Major Market"
155,East,Cola,20,"Major Market"
27,East,Cola,3.48,"Major Market"
33.75,East,Cola,4.35,"Major Market"
69.3,East,Cola,6.6,"Major Market"
140.7,East,Cola,13.4,"Major Market"
164.25,East,Cola,21.17,"Major Market"
11.6,East,Cola,1.5,"Major Market"
18.56,East,Cola,2.4,"Major Market"
33,East,Cola,3,"Major Market"
48.72,East,Cola,6.3,"Major Market"
92.4,East,Cola,8.4,"Major Market"
94.6,East,Cola,8.6,"Major Market"
153.12,East,Cola,19.8,"Major Market"
290,East,Cola,30,"Major Market"
309,East,Cola,40,"Major Market"
5.2,East,Cola,0.6,"Major Market"
254.8,East,Cola,29.4,"Major Market"
275,East,Cola,36,"Major Market"
52,East,Cola,6.72,"Major Market"
81.2,East,Cola,8.4,"Major Market"
208.8,East,Cola,21.6,"Major Market"
273,East,Cola,35.28,"Major Market"
75.12,East,Cola,9.84,"Major Market"
106.42,East,Cola,13.94,"Major Market"
131.46,East,Cola,17.22,"Major Market"
260,East,Cola,20,"Major Market"
36,East,Cola,3,"Major Market"
49.02,East,Cola,6.27,"Major Market"
204,East,Cola,17,"Major Market"
208.98,East,Cola,26.73,"Major Market"
26.64,East,Cola,3.48,"Major Market"
79.92,East,Cola,10.44,"Major Market"
115.44,East,Cola,15.08,"Major Market"
210,East,Cola,20,"Major Market"
8.1,East,Cola,0.9,"Major Market"
16.2,East,Cola,1.8,"Major Market"
51.3,East,Cola,5.7,"Major Market"
194.4,East,Cola,21.6,"Major Market"
286,East,Cola,37,"Major Market"
7.6,East,Cola,0.8,"Major Market"
7.6,East,Cola,0.8,"Major Market"
32.3,East,Cola,3.4,"Major Market"
28.73,East,Cola,3.77,"Major Market"
142.5,East,Cola,15,"Major Market"
192.27,East,Cola,25.23,"Major Market"
51.3,East,Cola,5.4,"Major Market"
138.7,East,Cola,14.6,"Major Market"
200,East,Cola,26,"Major Market"
8.4,East,Cola,1.08,"Major Market"
10.5,East,Cola,1.35,"Major Market"
34.2,East,Cola,3.6,"Major Market"
60.9,East,Cola,7.83,"Major Market"
64.6,East,Cola,6.8,"Major Market"
91.2,East,Cola,9.6,"Major Market"
130.2,East,Cola,16.74,"Major Market"
5.4,East,Cola,0.6,"Major Market"
40.04,East,Cola,5.18,"Major Market"
89.1,East,Cola,9.9,"Major Market"
94.38,East,Cola,12.21,"Major Market"
175.5,East,Cola,19.5,"Major Market"
151.58,East,Cola,19.61,"Major Market"
22.24,East,Cola,2.88,"Major Market"
260,East,Cola,30,"Major Market"
255.76,East,Cola,33.12,"Major Market"
1.9,East,Cola,0.2,"Major Market"
43.7,East,Cola,4.6,"Major Market"
144.4,East,Cola,15.2,"Major Market"
210,East,Cola,27,"Major Market"
37.4,East,Cola,3.4,"Major Market"
182.6,East,Cola,16.6,"Major Market"
235,East,Cola,31,"Major Market"
1.97,East,Cola,0.25,"Major Market"
53.19,East,Cola,6.75,"Major Market"
66.98,East,Cola,8.5,"Major Market"
74.86,East,Cola,9.5,"Major Market"
170,East,Cola,20,"Major Market"
39.1,East,Cola,2.3,"Major Market"
49.3,East,Cola,2.9,"Major Market"
36.9,East,Cola,4.86,"Major Market"
81.6,East,Cola,4.8,"Major Market"
168.1,East,Cola,22.14,"Major Market"
2.3,East,Cola,0.2,"Major Market"
24.9,East,Cola,3.2,"Major Market"
75.9,East,Cola,6.6,"Major Market"
64.74,East,Cola,8.32,"Major Market"
151.8,East,Cola,13.2,"Major Market"
159.36,East,Cola,20.48,"Major Market"
51.7,East,Cola,6.6,"Major Market"
131.6,East,Cola,16.8,"Major Market"
286.7,East,Cola,36.6,"Major Market"
456,East,Cola,63,"Major Market"
32.69,East,Cola,4.48,"Major Market"
98,East,Cola,12,"Major Market"
107.41,East,Cola,14.72,"Major Market"
137.2,East,Cola,16.8,"Major Market"
121.42,East,Cola,16.64,"Major Market"
254.8,East,Cola,31.2,"Major Market"
205.48,East,Cola,28.16,"Major Market"
520,East,Cola,70,"Major Market"
534,East,Cola,73,"Major Market"
24.78,East,Cola,3.36,"Major Market"
42.48,East,Cola,5.76,"Major Market"
